order_id,restaurant_id,driver_id,order_datetime,order_date,order_hour,day_of_week,is_weekend,status,num_items,subtotal_lkr,delivery_fee_lkr,discount_lkr,total_lkr,commission_lkr,payment_method,delivery_time_min,cancel_reason,customer_rated,customer_rating
ORD044277,R113,D297,2024-08-21 11:23:00,2024-08-21,11,Wednesday,0,Delivered,5,13125.12,243.73,1366.54,12002.31,4042.54,Corporate,50.8,,1,4.2
ORD044278,R176,D086,2024-08-21 19:33:00,2024-08-21,19,Wednesday,0,Cancelled,5,10739.58,174.18,1698.39,9215.37,3318.53,Card,,,0,
ORD044279,R130,D284,2024-08-21 19:02:00,2024-08-21,19,Wednesday,0,Delivered,1,1630.44,139.85,0.0,1770.29,516.85,UberCash,42.6,,1,3.3
ORD044280,R075,D151,2024-08-21 14:52:00,2024-08-21,14,Wednesday,0,Delivered,3,1854.18,161.3,245.31,1770.17,496.92,UberCash,39.5,,1,
ORD044281,R052,D209,2024-08-21 16:17:00,2024-08-21,16,Wednesday,0,Delivered,5,9395.47,142.43,363.64,9174.26,2724.69,Cash,28.8,,0,4.2
ORD044282,R136,D227,2024-08-21 11:08:00,2024-08-21,11,Wednesday,0,Delivered,5,2260.74,213.93,84.36,2390.31,517.71,Cash,35.4,,1,4.2
ORD044283,R163,D056,2024-08-21 18:26:00,2024-08-21,18,Wednesday,0,Delivered,4,2194.73,233.59,0.0,2428.32,491.62,Cash,15.8,,1,
ORD044284,R185,D157,2024-08-21 16:00:00,2024-08-21,16,Wednesday,0,Refunded,5,4548.93,228.33,122.32,4654.94,1346.48,UberCash,,Customer cancelled,0,
ORD044285,R154,D126,2024-08-21 18:15:00,2024-08-21,18,Wednesday,0,Delivered,4,688.89,179.67,0.0,868.56,130.89,Card,21.1,,0,4.1
ORD044286,R112,D123,2024-08-21 14:06:00,2024-08-21,14,Wednesday,0,Delivered,3,1116.87,86.59,0.0,1203.46,218.91,UberCash,23.3,,1,4.8
ORD044287,R052,D035,2024-08-21 16:55:00,2024-08-21,16,Wednesday,0,Delivered,1,2082.91,98.3,0.0,2181.21,604.04,Corporate,52.2,,0,3.4
ORD044288,R092,D135,2024-08-21 09:15:00,2024-08-21,9,Wednesday,0,Delivered,3,4625.55,205.14,0.0,4830.69,1309.03,Card,48.0,,1,3.0
ORD044289,R002,D014,2024-08-21 08:13:00,2024-08-21,8,Wednesday,0,Delivered,3,383.56,142.36,0.0,525.92,72.49,Cash,31.8,,1,3.7
ORD044290,R169,D229,2024-08-21 11:27:00,2024-08-21,11,Wednesday,0,Cancelled,1,2126.87,189.86,0.0,2316.73,589.14,Card,,Driver unavailable,0,
ORD044291,R105,D105,2024-08-21 19:40:00,2024-08-21,19,Wednesday,0,Delivered,2,1057.88,231.73,0.0,1289.61,243.31,UberCash,27.6,,1,
ORD044292,R145,D281,2024-08-21 18:34:00,2024-08-21,18,Wednesday,0,Delivered,1,918.58,195.73,0.0,1114.31,292.11,Cash,21.5,,0,
ORD044293,R114,D008,2024-08-21 16:13:00,2024-08-21,16,Wednesday,0,Delivered,5,4483.16,100.79,0.0,4583.95,1430.13,Corporate,39.3,,0,4.7
ORD044294,R073,D165,2024-08-21 12:56:00,2024-08-21,12,Wednesday,0,Delivered,5,12646.58,82.64,2155.84,10573.38,3907.79,UberCash,42.3,,0,
ORD044295,R038,D190,2024-08-21 14:42:00,2024-08-21,14,Wednesday,0,Delivered,1,361.55,235.75,0.0,597.3,69.06,Cash,31.1,,0,4.5
ORD044296,R093,D008,2024-08-21 09:21:00,2024-08-21,9,Wednesday,0,Delivered,5,3467.83,234.4,0.0,3702.23,918.97,UberCash,45.9,,1,3.1
ORD044297,R069,D091,2024-08-21 06:00:00,2024-08-21,6,Wednesday,0,Delivered,2,334.18,92.33,0.0,426.51,63.49,UberCash,33.3,,1,
ORD044298,R003,D056,2024-08-21 15:14:00,2024-08-21,15,Wednesday,0,Delivered,2,3524.61,136.54,618.34,3042.81,1000.99,Corporate,29.8,,0,4.1
ORD044299,R165,D036,2024-08-21 20:21:00,2024-08-21,20,Wednesday,0,Refunded,4,983.4,85.23,30.92,1037.71,200.61,Cash,,,0,
ORD044300,R065,D176,2024-08-21 11:31:00,2024-08-21,11,Wednesday,0,Cancelled,4,3427.72,228.15,0.0,3655.87,891.21,Cash,,Driver unavailable,0,
ORD044301,R101,D184,2024-08-21 12:55:00,2024-08-21,12,Wednesday,0,Delivered,4,2710.25,209.44,0.0,2919.69,699.24,UberCash,27.1,,1,5.0
ORD044302,R038,D208,2024-08-21 21:34:00,2024-08-21,21,Wednesday,0,Delivered,3,885.35,82.52,0.0,967.87,169.1,Cash,42.0,,0,4.4
ORD044303,R079,D130,2024-08-21 09:24:00,2024-08-21,9,Wednesday,0,Delivered,4,1061.22,148.75,20.86,1189.11,208.0,UberCash,18.0,,0,4.9
ORD044304,R186,D013,2024-08-21 23:25:00,2024-08-21,23,Wednesday,0,Delivered,3,923.2,123.59,0.0,1046.79,202.18,Card,16.4,,1,
ORD044305,R151,D157,2024-08-21 02:20:00,2024-08-21,2,Wednesday,0,Delivered,2,1988.54,97.87,123.71,1962.7,552.81,UberCash,44.9,,1,
ORD044306,R037,D234,2024-08-21 17:04:00,2024-08-21,17,Wednesday,0,Delivered,4,1580.55,132.82,0.0,1713.37,355.62,Corporate,29.1,,1,3.3
ORD044307,R094,D051,2024-08-21 12:07:00,2024-08-21,12,Wednesday,0,Delivered,5,3055.85,121.35,0.0,3177.2,690.62,Corporate,34.7,,1,
ORD044308,R147,D063,2024-08-21 10:33:00,2024-08-21,10,Wednesday,0,Delivered,5,5304.46,200.18,0.0,5504.64,1262.46,Card,38.3,,0,3.3
ORD044309,R062,D147,2024-08-21 04:57:00,2024-08-21,4,Wednesday,0,Delivered,3,750.98,87.04,0.0,838.02,151.7,Card,27.7,,0,
ORD044310,R110,D141,2024-08-21 13:38:00,2024-08-21,13,Wednesday,0,Delivered,1,1046.01,87.53,0.0,1133.54,332.63,UberCash,44.5,,1,3.4
ORD044311,R195,D037,2024-08-21 12:24:00,2024-08-21,12,Wednesday,0,Delivered,3,554.99,96.85,49.31,602.53,121.54,Card,12.8,,1,
ORD044312,R014,D118,2024-08-21 18:23:00,2024-08-21,18,Wednesday,0,Delivered,1,2436.1,213.88,0.0,2649.98,740.57,UberCash,35.9,,1,
ORD044313,R054,D059,2024-08-21 08:26:00,2024-08-21,8,Wednesday,0,Delivered,4,6892.28,146.57,0.0,7038.85,2081.47,Cash,55.2,,1,3.8
ORD044314,R008,D195,2024-08-21 08:05:00,2024-08-21,8,Wednesday,0,Delivered,1,1561.4,225.48,0.0,1786.88,463.74,Card,42.2,,0,4.3
ORD044315,R136,D278,2024-08-21 19:05:00,2024-08-21,19,Wednesday,0,Refunded,1,668.85,168.15,0.0,837.0,153.17,Card,,,0,
ORD044316,R142,D061,2024-08-21 13:05:00,2024-08-21,13,Wednesday,0,Delivered,5,4663.94,135.14,0.0,4799.08,1231.28,Card,44.0,,0,4.4
ORD044317,R090,D027,2024-08-21 15:05:00,2024-08-21,15,Wednesday,0,Delivered,3,3888.67,178.0,0.0,4066.67,1178.27,Cash,32.0,,1,
ORD044318,R143,D033,2024-08-21 15:05:00,2024-08-21,15,Wednesday,0,Cancelled,1,840.59,106.11,73.71,872.99,201.74,Card,,Customer cancelled,0,
ORD044319,R044,D199,2024-08-21 21:14:00,2024-08-21,21,Wednesday,0,Delivered,3,6934.13,98.1,0.0,7032.23,2128.78,Corporate,56.4,,0,
ORD044320,R132,D118,2024-08-21 07:33:00,2024-08-21,7,Wednesday,0,Delivered,3,2071.25,156.12,0.0,2227.37,557.17,Corporate,45.0,,0,3.6
ORD044321,R039,D174,2024-08-21 23:13:00,2024-08-21,23,Wednesday,0,Delivered,4,766.96,136.94,0.0,903.9,138.05,Cash,23.5,,0,
ORD044322,R147,D198,2024-08-21 18:45:00,2024-08-21,18,Wednesday,0,Delivered,1,1018.01,191.11,0.0,1209.12,242.29,Card,24.2,,0,
ORD044323,R017,D083,2024-08-21 20:10:00,2024-08-21,20,Wednesday,0,Delivered,5,9372.74,203.78,781.71,8794.81,2586.88,UberCash,46.2,,1,
ORD044324,R130,D127,2024-08-21 18:24:00,2024-08-21,18,Wednesday,0,Delivered,3,3786.86,116.23,719.56,3183.53,1200.43,UberCash,32.2,,1,4.8
ORD044325,R127,D030,2024-08-21 10:13:00,2024-08-21,10,Wednesday,0,Delivered,3,8155.01,243.41,1028.8,7369.62,2585.14,Corporate,38.8,,1,3.8
ORD044326,R123,D021,2024-08-21 21:48:00,2024-08-21,21,Wednesday,0,Delivered,3,4998.4,132.3,0.0,5130.7,1494.52,Cash,37.1,,1,
ORD044327,R029,D035,2024-08-21 14:50:00,2024-08-21,14,Wednesday,0,Delivered,5,2521.61,88.85,0.0,2610.46,675.79,Corporate,44.3,,1,
ORD044328,R066,D266,2024-08-21 18:42:00,2024-08-21,18,Wednesday,0,Delivered,2,3760.9,224.8,0.0,3985.7,1120.75,Cash,47.3,,0,3.4
ORD044329,R137,D248,2024-08-21 18:06:00,2024-08-21,18,Wednesday,0,Cancelled,1,242.82,122.53,9.9,355.45,44.19,Cash,,,0,
ORD044330,R107,D072,2024-08-21 22:57:00,2024-08-21,22,Wednesday,0,Delivered,5,5996.48,244.46,0.0,6240.94,1780.95,Cash,48.9,,1,
ORD044331,R182,D194,2024-08-21 06:33:00,2024-08-21,6,Wednesday,0,Delivered,1,351.39,188.6,9.68,530.31,69.22,Cash,38.3,,1,4.1
ORD044332,R197,D046,2024-08-21 11:35:00,2024-08-21,11,Wednesday,0,Delivered,4,9030.15,102.72,0.0,9132.87,2456.2,Cash,40.9,,0,4.7
ORD044333,R193,D265,2024-08-21 20:43:00,2024-08-21,20,Wednesday,0,Cancelled,1,1506.47,244.42,104.27,1646.62,439.89,Card,,Driver unavailable,0,
ORD044334,R011,D285,2024-08-21 09:58:00,2024-08-21,9,Wednesday,0,Cancelled,3,2737.46,114.16,0.0,2851.62,840.4,Card,,Driver unavailable,0,
ORD044335,R109,D013,2024-08-21 13:48:00,2024-08-21,13,Wednesday,0,Delivered,1,746.01,193.91,0.0,939.92,198.44,Card,25.4,,0,4.9
ORD044336,R065,D231,2024-08-21 05:05:00,2024-08-21,5,Wednesday,0,Delivered,5,4567.53,144.65,0.0,4712.18,1187.56,Card,17.6,,1,
ORD044337,R183,D286,2024-08-21 09:41:00,2024-08-21,9,Wednesday,0,Delivered,5,894.26,158.56,0.0,1052.82,190.48,UberCash,33.0,,1,4.9
ORD044338,R075,D042,2024-08-21 15:22:00,2024-08-21,15,Wednesday,0,Delivered,1,749.85,245.69,0.0,995.54,200.96,Corporate,40.7,,0,
ORD044339,R157,D051,2024-08-21 13:47:00,2024-08-21,13,Wednesday,0,Cancelled,2,3982.4,248.24,0.0,4230.64,1266.4,UberCash,,Driver unavailable,0,
ORD044340,R073,D231,2024-08-21 21:16:00,2024-08-21,21,Wednesday,0,Delivered,3,7503.46,205.97,0.0,7709.43,2318.57,Corporate,45.3,,1,
ORD044341,R069,D269,2024-08-21 19:53:00,2024-08-21,19,Wednesday,0,Delivered,5,882.35,160.81,61.53,981.63,167.65,UberCash,22.7,,0,
ORD044342,R007,D268,2024-08-21 16:39:00,2024-08-21,16,Wednesday,0,Delivered,2,797.9,148.25,0.0,946.15,186.71,Corporate,32.8,,1,
ORD044343,R098,D182,2024-08-21 09:17:00,2024-08-21,9,Wednesday,0,Delivered,2,4031.58,226.65,0.0,4258.23,1169.16,UberCash,37.0,,1,
ORD044344,R179,D158,2024-08-21 14:24:00,2024-08-21,14,Wednesday,0,Cancelled,5,883.44,145.58,0.0,1029.02,160.79,Cash,,Restaurant rejected,0,
ORD044345,R163,D242,2024-08-21 14:22:00,2024-08-21,14,Wednesday,0,Delivered,3,1907.68,223.28,0.0,2130.96,427.32,Corporate,44.1,,0,3.7
ORD044346,R115,D002,2024-08-21 10:29:00,2024-08-21,10,Wednesday,0,Cancelled,3,596.71,100.47,94.36,602.82,115.76,Cash,,,0,
ORD044347,R047,D294,2024-08-21 03:22:00,2024-08-21,3,Wednesday,0,Delivered,2,6008.17,211.11,0.0,6219.28,1784.43,Card,55.7,,1,3.5
ORD044348,R069,D265,2024-08-21 18:35:00,2024-08-21,18,Wednesday,0,Delivered,5,825.06,231.47,127.15,929.38,156.76,Card,32.1,,0,4.9
ORD044349,R170,D102,2024-08-21 09:18:00,2024-08-21,9,Wednesday,0,Delivered,3,6848.99,121.56,0.0,6970.55,1876.62,UberCash,58.0,,1,
ORD044350,R120,D244,2024-08-21 21:23:00,2024-08-21,21,Wednesday,0,Delivered,2,4413.68,100.98,534.37,3980.29,1253.49,Card,33.8,,0,
ORD044351,R053,D237,2024-08-21 19:12:00,2024-08-21,19,Wednesday,0,Delivered,3,3857.42,192.29,0.0,4049.71,1172.66,Corporate,27.8,,1,
ORD044352,R061,D214,2024-08-21 19:55:00,2024-08-21,19,Wednesday,0,Refunded,3,1661.57,124.51,0.0,1786.08,410.41,UberCash,,Timeout,0,
ORD044353,R033,D133,2024-08-21 10:33:00,2024-08-21,10,Wednesday,0,Cancelled,4,9788.69,231.52,1384.82,8635.39,2740.83,Corporate,,Driver unavailable,0,
ORD044354,R160,D171,2024-08-21 18:06:00,2024-08-21,18,Wednesday,0,Delivered,1,410.31,125.76,42.16,493.91,95.6,UberCash,23.1,,0,4.2
ORD044355,R018,D296,2024-08-21 19:18:00,2024-08-21,19,Wednesday,0,Delivered,1,733.12,83.84,0.0,816.96,195.74,UberCash,31.9,,1,
ORD044356,R064,D042,2024-08-21 22:18:00,2024-08-21,22,Wednesday,0,Delivered,5,4632.91,139.56,0.0,4772.47,1204.56,UberCash,32.1,,1,3.0
ORD044357,R154,D039,2024-08-21 18:34:00,2024-08-21,18,Wednesday,0,Delivered,5,777.26,85.82,0.0,863.08,147.68,Card,31.2,,1,
ORD044358,R048,D286,2024-08-21 10:26:00,2024-08-21,10,Wednesday,0,Delivered,4,759.19,104.88,65.64,798.43,149.56,Corporate,26.0,,1,3.9
ORD044359,R011,D158,2024-08-21 12:33:00,2024-08-21,12,Wednesday,0,Delivered,4,5405.68,136.7,908.3,4634.08,1659.54,Corporate,23.4,,0,
ORD044360,R190,D087,2024-08-21 13:35:00,2024-08-21,13,Wednesday,0,Delivered,2,412.34,118.65,0.0,530.99,87.83,UberCash,31.2,,1,4.9
ORD044361,R053,D158,2024-08-21 16:56:00,2024-08-21,16,Wednesday,0,Delivered,2,2835.27,105.72,123.22,2817.77,861.92,Card,43.4,,1,
ORD044362,R031,D007,2024-08-21 04:32:00,2024-08-21,4,Wednesday,0,Delivered,4,9826.97,173.12,0.0,10000.09,2692.59,Cash,44.8,,0,4.9
ORD044363,R054,D022,2024-08-21 06:15:00,2024-08-21,6,Wednesday,0,Cancelled,3,5956.35,160.25,0.0,6116.6,1798.82,Cash,,Restaurant rejected,0,
ORD044364,R191,D094,2024-08-21 19:51:00,2024-08-21,19,Wednesday,0,Delivered,1,372.13,165.99,0.0,538.12,80.01,Cash,28.6,,0,3.9
ORD044365,R136,D023,2024-08-21 11:46:00,2024-08-21,11,Wednesday,0,Delivered,2,985.75,222.34,59.77,1148.32,225.74,Card,34.2,,1,
ORD044366,R147,D215,2024-08-21 20:07:00,2024-08-21,20,Wednesday,0,Delivered,2,1625.44,82.68,310.13,1397.99,386.85,Card,27.8,,1,3.9
ORD044367,R190,D090,2024-08-21 13:49:00,2024-08-21,13,Wednesday,0,Delivered,3,909.29,241.22,0.0,1150.51,193.68,Cash,32.9,,0,
ORD044368,R113,D113,2024-08-21 15:04:00,2024-08-21,15,Wednesday,0,Delivered,5,9455.9,196.45,0.0,9652.35,2912.42,Card,36.1,,0,
ORD044369,R157,D281,2024-08-21 09:36:00,2024-08-21,9,Wednesday,0,Delivered,2,2743.62,103.26,0.0,2846.88,872.47,UberCash,28.2,,1,3.9
ORD044370,R145,D091,2024-08-21 23:07:00,2024-08-21,23,Wednesday,0,Delivered,1,1154.4,98.49,0.0,1252.89,367.1,Cash,45.3,,1,
ORD044371,R031,D187,2024-08-21 05:41:00,2024-08-21,5,Wednesday,0,Cancelled,1,2820.13,148.57,0.0,2968.7,772.72,Corporate,,Driver unavailable,0,
ORD044372,R179,D287,2024-08-21 13:47:00,2024-08-21,13,Wednesday,0,Delivered,3,570.58,105.66,36.82,639.42,103.85,Cash,40.9,,1,4.9
ORD044373,R114,D072,2024-08-21 11:04:00,2024-08-21,11,Wednesday,0,Delivered,4,4723.93,122.98,0.0,4846.91,1506.93,UberCash,24.3,,1,4.5
ORD044374,R112,D062,2024-08-21 10:02:00,2024-08-21,10,Wednesday,0,Delivered,1,331.68,245.83,0.0,577.51,65.01,UberCash,38.1,,1,
ORD044375,R104,D293,2024-08-21 18:00:00,2024-08-21,18,Wednesday,0,Delivered,5,4433.57,184.15,342.57,4275.15,1041.89,UberCash,23.9,,1,
ORD044376,R152,D289,2024-08-21 10:08:00,2024-08-21,10,Wednesday,0,Cancelled,1,1421.69,92.41,0.0,1514.1,403.76,Cash,,Driver unavailable,0,
ORD044377,R119,D123,2024-08-21 09:53:00,2024-08-21,9,Wednesday,0,Delivered,5,2992.06,160.91,95.68,3057.29,694.16,UberCash,29.5,,1,4.4
ORD044378,R172,D184,2024-08-21 11:47:00,2024-08-21,11,Wednesday,0,Delivered,3,565.25,191.58,0.0,756.83,105.14,Cash,26.5,,0,
ORD044379,R013,D057,2024-08-21 18:15:00,2024-08-21,18,Wednesday,0,Delivered,3,1051.97,203.83,0.0,1255.8,214.6,Corporate,40.8,,0,3.7
ORD044380,R012,D108,2024-08-21 19:23:00,2024-08-21,19,Wednesday,0,Delivered,2,4337.63,178.05,626.83,3888.85,1201.52,Cash,61.0,,1,4.3
ORD044381,R049,D244,2024-08-21 11:39:00,2024-08-21,11,Wednesday,0,Delivered,3,742.44,100.67,0.0,843.11,154.43,Cash,36.8,,1,3.4
ORD044382,R082,D198,2024-08-21 13:38:00,2024-08-21,13,Wednesday,0,Delivered,2,1126.92,229.85,0.0,1356.77,259.19,Corporate,22.7,,1,3.7
ORD044383,R194,D109,2024-08-21 19:49:00,2024-08-21,19,Wednesday,0,Cancelled,5,1347.74,132.49,0.0,1480.23,281.68,UberCash,,Timeout,0,
ORD044384,R184,D088,2024-08-22 13:04:00,2024-08-22,13,Thursday,0,Delivered,3,3614.06,143.34,0.0,3757.4,1051.69,Corporate,41.5,,0,4.5
ORD044385,R058,D272,2024-08-22 01:19:00,2024-08-22,1,Thursday,0,Delivered,3,687.86,135.63,27.9,795.59,138.26,UberCash,12.9,,0,
ORD044386,R157,D278,2024-08-22 10:56:00,2024-08-22,10,Thursday,0,Delivered,1,1975.01,133.48,0.0,2108.49,628.05,Corporate,49.1,,1,4.6
ORD044387,R085,D068,2024-08-22 18:29:00,2024-08-22,18,Thursday,0,Refunded,2,795.49,235.38,0.0,1030.87,147.17,UberCash,,Driver unavailable,0,
ORD044388,R196,D190,2024-08-22 19:31:00,2024-08-22,19,Thursday,0,Delivered,4,2288.74,169.22,0.0,2457.96,572.18,Corporate,32.9,,1,4.5
ORD044389,R112,D081,2024-08-22 20:22:00,2024-08-22,20,Thursday,0,Refunded,4,1583.43,160.19,0.0,1743.62,310.35,Corporate,,,0,
ORD044390,R197,D072,2024-08-22 21:40:00,2024-08-22,21,Thursday,0,Delivered,2,6231.26,141.76,0.0,6373.02,1694.9,Card,59.7,,0,3.6
ORD044391,R200,D087,2024-08-22 15:24:00,2024-08-22,15,Thursday,0,Delivered,1,805.1,180.28,0.0,985.38,217.38,Cash,41.9,,1,
ORD044392,R178,D116,2024-08-22 06:55:00,2024-08-22,6,Thursday,0,Delivered,4,7194.02,97.1,0.0,7291.12,2043.1,Cash,51.0,,1,
ORD044393,R119,D225,2024-08-22 14:44:00,2024-08-22,14,Thursday,0,Delivered,3,1990.09,230.66,0.0,2220.75,461.7,Cash,18.4,,1,
ORD044394,R063,D023,2024-08-22 18:58:00,2024-08-22,18,Thursday,0,Delivered,3,2867.68,236.7,263.85,2840.53,714.05,UberCash,40.5,,1,3.8
ORD044395,R073,D296,2024-08-22 17:09:00,2024-08-22,17,Thursday,0,Delivered,5,10797.79,166.54,0.0,10964.33,3336.52,Cash,35.5,,0,3.8
ORD044396,R200,D176,2024-08-22 13:50:00,2024-08-22,13,Thursday,0,Delivered,5,3386.25,124.04,0.0,3510.29,914.29,Card,28.3,,1,4.2
ORD044397,R024,D294,2024-08-22 11:31:00,2024-08-22,11,Thursday,0,Delivered,3,2353.66,204.88,0.0,2558.54,560.17,Cash,42.3,,1,4.1
ORD044398,R081,D179,2024-08-22 21:19:00,2024-08-22,21,Thursday,0,Delivered,2,4170.96,209.82,0.0,4380.78,1213.75,Card,55.4,,1,4.1
ORD044399,R152,D187,2024-08-22 12:54:00,2024-08-22,12,Thursday,0,Delivered,1,1543.6,89.9,254.29,1379.21,438.38,Cash,29.3,,0,
ORD044400,R178,D243,2024-08-22 10:17:00,2024-08-22,10,Thursday,0,Delivered,2,4561.85,163.25,0.0,4725.1,1295.57,UberCash,36.1,,1,3.9
ORD044401,R148,D256,2024-08-22 14:21:00,2024-08-22,14,Thursday,0,Delivered,2,4554.99,201.06,343.55,4412.5,1234.4,Card,56.7,,1,
ORD044402,R003,D074,2024-08-22 22:07:00,2024-08-22,22,Thursday,0,Delivered,4,7121.91,242.81,0.0,7364.72,2022.62,Cash,48.9,,1,
ORD044403,R029,D140,2024-08-22 02:38:00,2024-08-22,2,Thursday,0,Cancelled,3,1960.19,222.91,0.0,2183.1,525.33,Cash,,Driver unavailable,0,
ORD044404,R047,D128,2024-08-22 14:54:00,2024-08-22,14,Thursday,0,Delivered,2,4492.6,98.07,0.0,4590.67,1334.3,Corporate,35.6,,1,
ORD044405,R022,D095,2024-08-22 20:36:00,2024-08-22,20,Thursday,0,Delivered,5,15021.29,184.46,0.0,15205.75,4701.66,Corporate,36.2,,0,
ORD044406,R176,D091,2024-08-22 17:27:00,2024-08-22,17,Thursday,0,Delivered,3,6172.68,148.0,0.0,6320.68,1907.36,Corporate,48.0,,0,3.9
ORD044407,R068,D018,2024-08-22 20:39:00,2024-08-22,20,Thursday,0,Delivered,3,1076.54,143.6,0.0,1220.14,237.92,Card,28.1,,1,3.1
ORD044408,R127,D285,2024-08-22 11:59:00,2024-08-22,11,Thursday,0,Delivered,5,14354.35,120.38,0.0,14474.73,4550.33,Cash,37.6,,1,4.0
ORD044409,R192,D178,2024-08-22 23:13:00,2024-08-22,23,Thursday,0,Delivered,1,1042.07,181.49,0.0,1223.56,246.97,UberCash,20.2,,1,
ORD044410,R019,D059,2024-08-22 12:53:00,2024-08-22,12,Thursday,0,Delivered,2,2725.3,245.55,10.53,2960.32,809.41,Corporate,51.1,,0,3.1
ORD044411,R160,D166,2024-08-22 11:57:00,2024-08-22,11,Thursday,0,Delivered,3,1131.31,185.25,0.0,1316.56,263.6,Card,31.6,,0,
ORD044412,R100,D248,2024-08-22 12:38:00,2024-08-22,12,Thursday,0,Delivered,4,2270.22,172.78,0.0,2443.0,558.47,UberCash,42.7,,1,
ORD044413,R068,D154,2024-08-22 14:39:00,2024-08-22,14,Thursday,0,Delivered,1,539.17,116.92,46.86,609.23,119.16,Card,19.0,,0,4.9
ORD044414,R067,D064,2024-08-22 18:09:00,2024-08-22,18,Thursday,0,Delivered,1,486.08,170.45,0.0,656.53,112.28,Card,17.3,,1,4.2
ORD044415,R114,D109,2024-08-22 21:23:00,2024-08-22,21,Thursday,0,Delivered,3,2681.6,146.16,0.0,2827.76,855.43,Corporate,41.8,,0,3.1
ORD044416,R095,D025,2024-08-22 15:19:00,2024-08-22,15,Thursday,0,Delivered,3,2783.9,162.02,0.0,2945.92,757.22,Cash,47.4,,1,3.8
ORD044417,R142,D214,2024-08-22 12:18:00,2024-08-22,12,Thursday,0,Delivered,1,590.01,246.62,0.0,836.63,155.76,UberCash,33.9,,0,3.4
ORD044418,R186,D178,2024-08-22 10:09:00,2024-08-22,10,Thursday,0,Delivered,5,1899.52,153.65,0.0,2053.17,415.99,Card,23.3,,1,
ORD044419,R170,D266,2024-08-22 15:41:00,2024-08-22,15,Thursday,0,Refunded,4,7106.52,245.42,0.0,7351.94,1947.19,Corporate,,,0,
ORD044420,R143,D254,2024-08-22 19:55:00,2024-08-22,19,Thursday,0,Delivered,5,4762.3,174.94,661.94,4275.3,1142.95,Corporate,19.4,,1,4.9
ORD044421,R169,D178,2024-08-22 07:14:00,2024-08-22,7,Thursday,0,Cancelled,2,4048.98,185.33,517.98,3716.33,1121.57,Cash,,Customer cancelled,0,
ORD044422,R007,D273,2024-08-22 12:07:00,2024-08-22,12,Thursday,0,Delivered,3,1143.18,134.59,8.74,1269.03,267.5,Corporate,43.4,,1,3.9
ORD044423,R081,D281,2024-08-22 07:49:00,2024-08-22,7,Thursday,0,Delivered,4,6221.48,99.92,399.08,5922.32,1810.45,UberCash,27.8,,1,4.1
ORD044424,R034,D036,2024-08-22 21:25:00,2024-08-22,21,Thursday,0,Delivered,1,2954.77,174.44,0.0,3129.21,936.66,Corporate,51.2,,1,4.2
ORD044425,R110,D205,2024-08-22 09:00:00,2024-08-22,9,Thursday,0,Delivered,2,2501.82,99.18,399.8,2201.2,795.58,Cash,42.6,,1,4.6
ORD044426,R084,D285,2024-08-22 19:29:00,2024-08-22,19,Thursday,0,Delivered,4,1973.4,243.51,0.0,2216.91,451.91,Cash,31.8,,1,4.8
ORD044427,R024,D174,2024-08-22 10:37:00,2024-08-22,10,Thursday,0,Refunded,3,2189.99,219.3,0.0,2409.29,521.22,Cash,,Driver unavailable,0,
ORD044428,R039,D095,2024-08-22 19:17:00,2024-08-22,19,Thursday,0,Delivered,5,913.53,101.96,0.0,1015.49,164.44,UberCash,41.9,,0,3.5
ORD044429,R169,D147,2024-08-22 19:50:00,2024-08-22,19,Thursday,0,Cancelled,3,5534.52,82.31,0.0,5616.83,1533.06,Card,,,0,
ORD044430,R066,D035,2024-08-22 13:05:00,2024-08-22,13,Thursday,0,Delivered,2,2948.52,231.08,287.11,2892.49,878.66,Cash,30.9,,1,4.5
ORD044431,R014,D272,2024-08-22 10:47:00,2024-08-22,10,Thursday,0,Delivered,4,8775.6,159.23,0.0,8934.83,2667.78,Corporate,61.0,,0,3.5
ORD044432,R034,D053,2024-08-22 20:08:00,2024-08-22,20,Thursday,0,Cancelled,3,7062.92,101.53,0.0,7164.45,2238.95,Card,,Timeout,0,
ORD044433,R056,D106,2024-08-22 19:45:00,2024-08-22,19,Thursday,0,Delivered,5,1796.16,131.22,0.0,1927.38,337.68,Card,22.2,,1,
ORD044434,R058,D261,2024-08-22 21:33:00,2024-08-22,21,Thursday,0,Delivered,3,939.38,164.41,147.55,956.24,188.82,Cash,32.4,,0,
ORD044435,R032,D098,2024-08-22 08:43:00,2024-08-22,8,Thursday,0,Cancelled,4,1136.82,92.2,0.0,1229.02,230.77,Corporate,,Restaurant rejected,0,
ORD044436,R184,D054,2024-08-22 12:13:00,2024-08-22,12,Thursday,0,Delivered,5,6823.95,190.19,0.0,7014.14,1985.77,Card,21.7,,0,4.4
ORD044437,R034,D117,2024-08-22 20:31:00,2024-08-22,20,Thursday,0,Delivered,5,11662.22,136.98,0.0,11799.2,3696.92,UberCash,51.2,,1,4.9
ORD044438,R154,D284,2024-08-22 12:01:00,2024-08-22,12,Thursday,0,Delivered,1,182.38,156.73,0.0,339.11,34.65,Corporate,24.6,,1,4.7
ORD044439,R001,D146,2024-08-22 07:48:00,2024-08-22,7,Thursday,0,Delivered,1,1718.81,93.24,0.0,1812.05,482.99,Cash,23.7,,0,
