restaurant_id,month,year,commission_rate,avg_item_price_lkr,pricing_tier,category
R088,4,2024,0.215,900.39,Mid-range,Chinese
R088,5,2024,0.223,870.86,Mid-range,Chinese
R088,6,2024,0.233,930.21,Mid-range,Chinese
R088,7,2024,0.241,1000.18,Mid-range,Chinese
R088,8,2024,0.227,979.55,Mid-range,Chinese
R088,9,2024,0.238,937.66,Mid-range,Chinese
R088,10,2024,0.24,1000.85,Mid-range,Chinese
R088,11,2024,0.236,1034.23,Mid-range,Chinese
R088,12,2024,0.219,1031.41,Mid-range,Chinese
R089,1,2024,0.326,1650.87,Premium,Beverages
R089,2,2024,0.343,1716.62,Premium,Beverages
R089,3,2024,0.355,1731.71,Premium,Beverages
R089,4,2024,0.364,1809.26,Premium,Beverages
R089,5,2024,0.348,1906.18,Premium,Beverages
R089,6,2024,0.364,1958.13,Premium,Beverages
R089,7,2024,0.35,1976.16,Premium,Beverages
R089,8,2024,0.349,2011.98,Premium,Beverages
R089,9,2024,0.333,2047.25,Premium,Beverages
R089,10,2024,0.352,2138.02,Premium,Beverages
R089,11,2024,0.364,2166.55,Premium,Beverages
R089,12,2024,0.35,2152.03,Premium,Beverages
R090,1,2024,0.309,1275.67,Premium,Chinese
R090,2,2024,0.294,1277.59,Premium,Chinese
R090,3,2024,0.291,1252.86,Premium,Chinese
R090,4,2024,0.31,1291.32,Premium,Chinese
R090,5,2024,0.328,1354.61,Premium,Chinese
R090,6,2024,0.34,1370.82,Premium,Chinese
R090,7,2024,0.324,1356.49,Premium,Chinese
R090,8,2024,0.328,1379.93,Premium,Chinese
R090,9,2024,0.312,1382.6,Premium,Chinese
R090,10,2024,0.327,1357.14,Premium,Chinese
R090,11,2024,0.329,1330.81,Premium,Chinese
R090,12,2024,0.329,1336.9,Premium,Chinese
R091,1,2024,0.194,404.13,Budget,Desserts
R091,2,2024,0.186,492.36,Budget,Desserts
R091,3,2024,0.203,444.81,Budget,Desserts
R091,4,2024,0.199,539.93,Budget,Desserts
R091,5,2024,0.206,511.25,Budget,Desserts
R091,6,2024,0.212,489.4,Budget,Desserts
R091,7,2024,0.225,473.41,Budget,Desserts
R091,8,2024,0.227,537.5,Budget,Desserts
R091,9,2024,0.231,512.89,Budget,Desserts
R091,10,2024,0.251,546.13,Budget,Desserts
R091,11,2024,0.233,588.01,Budget,Desserts
R091,12,2024,0.251,680.91,Budget,Desserts
R092,1,2024,0.288,1334.08,Premium,Burgers
R092,2,2024,0.281,1298.02,Premium,Burgers
R092,3,2024,0.268,1373.83,Premium,Burgers
R092,4,2024,0.256,1362.27,Premium,Burgers
R092,5,2024,0.239,1316.03,Premium,Burgers
R092,6,2024,0.224,1406.95,Premium,Burgers
R092,7,2024,0.229,1496.16,Premium,Burgers
R092,8,2024,0.244,1482.78,Premium,Burgers
R092,9,2024,0.248,1491.85,Premium,Burgers
R092,10,2024,0.229,1504.42,Premium,Burgers
R092,11,2024,0.234,1551.39,Premium,Burgers
R092,12,2024,0.249,1547.08,Premium,Burgers
R093,1,2024,0.268,692.64,Mid-range,Sandwiches
R093,2,2024,0.281,788.77,Mid-range,Sandwiches
R093,3,2024,0.296,812.56,Mid-range,Sandwiches
R093,4,2024,0.301,803.06,Mid-range,Sandwiches
R093,5,2024,0.295,843.16,Mid-range,Sandwiches
R093,6,2024,0.313,833.04,Mid-range,Sandwiches
R093,7,2024,0.33,893.98,Mid-range,Sandwiches
R093,8,2024,0.336,899.96,Mid-range,Sandwiches
R093,9,2024,0.346,983.24,Mid-range,Sandwiches
R093,10,2024,0.333,997.05,Mid-range,Sandwiches
R093,11,2024,0.351,1070.79,Mid-range,Sandwiches
R093,12,2024,0.362,1164.88,Mid-range,Sandwiches
R094,1,2024,0.243,504.73,Mid-range,Indian
R094,2,2024,0.225,552.27,Mid-range,Indian
R094,3,2024,0.225,604.99,Mid-range,Indian
R094,4,2024,0.229,665.62,Mid-range,Indian
R094,5,2024,0.227,755.8,Mid-range,Indian
R094,6,2024,0.233,768.65,Mid-range,Indian
R094,7,2024,0.25,745.06,Mid-range,Indian
R094,8,2024,0.255,797.03,Mid-range,Indian
R094,9,2024,0.264,847.58,Mid-range,Indian
R094,10,2024,0.266,858.79,Mid-range,Indian
R094,11,2024,0.275,941.27,Mid-range,Indian
R094,12,2024,0.292,894.11,Mid-range,Indian
R095,1,2024,0.279,1045.3,Premium,Beverages
R095,2,2024,0.271,1102.25,Premium,Beverages
R095,3,2024,0.285,1117.9,Premium,Beverages
R095,4,2024,0.303,1085.82,Premium,Beverages
R095,5,2024,0.3,1114.84,Premium,Beverages
R095,6,2024,0.29,1106.83,Premium,Beverages
R095,7,2024,0.294,1182.31,Premium,Beverages
R095,8,2024,0.312,1243.12,Premium,Beverages
R095,9,2024,0.318,1289.18,Premium,Beverages
R095,10,2024,0.324,1264.82,Premium,Beverages
R095,11,2024,0.329,1247.0,Premium,Beverages
R095,12,2024,0.323,1313.77,Premium,Beverages
R096,1,2024,0.213,437.0,Budget,Chinese
R096,2,2024,0.223,514.56,Budget,Chinese
R096,3,2024,0.21,541.25,Budget,Chinese
R096,4,2024,0.208,541.03,Budget,Chinese
R096,5,2024,0.189,563.45,Budget,Chinese
R096,6,2024,0.201,523.86,Budget,Chinese
R096,7,2024,0.186,577.67,Budget,Chinese
R096,8,2024,0.169,670.71,Budget,Chinese
R096,9,2024,0.165,623.64,Budget,Chinese
R096,10,2024,0.163,670.33,Budget,Chinese
R096,11,2024,0.151,745.16,Budget,Chinese
R096,12,2024,0.157,843.68,Budget,Chinese
R097,1,2024,0.258,850.65,Mid-range,Rice & Curry
R097,2,2024,0.24,861.97,Mid-range,Rice & Curry
R097,3,2024,0.257,890.16,Mid-range,Rice & Curry
R097,4,2024,0.271,977.59,Mid-range,Rice & Curry
R097,5,2024,0.268,1016.32,Mid-range,Rice & Curry
R097,6,2024,0.273,1052.17,Mid-range,Rice & Curry
R097,7,2024,0.287,1038.58,Mid-range,Rice & Curry
R097,8,2024,0.293,1021.08,Mid-range,Rice & Curry
R097,9,2024,0.288,973.53,Mid-range,Rice & Curry
R097,10,2024,0.293,959.34,Mid-range,Rice & Curry
R097,11,2024,0.311,1045.99,Mid-range,Rice & Curry
R097,12,2024,0.325,1124.67,Mid-range,Rice & Curry
R098,1,2024,0.286,1615.26,Premium,Beverages
R098,2,2024,0.274,1706.57,Premium,Beverages
R098,3,2024,0.259,1676.89,Premium,Beverages
R098,4,2024,0.278,1641.75,Premium,Beverages
R098,5,2024,0.294,1680.47,Premium,Beverages
R098,6,2024,0.281,1753.88,Premium,Beverages
R098,7,2024,0.297,1731.52,Premium,Beverages
R098,8,2024,0.288,1757.6,Premium,Beverages
R098,9,2024,0.288,1828.23,Premium,Beverages
R098,10,2024,0.305,1914.35,Premium,Beverages
R098,11,2024,0.299,1910.64,Premium,Beverages
R098,12,2024,0.312,1947.91,Premium,Beverages
R099,1,2024,0.231,785.77,Mid-range,Beverages
R099,2,2024,0.251,819.18,Mid-range,Beverages
R099,3,2024,0.245,886.18,Mid-range,Beverages
R099,4,2024,0.26,907.96,Mid-range,Beverages
R099,5,2024,0.274,1001.24,Mid-range,Beverages
R099,6,2024,0.289,989.86,Mid-range,Beverages
R099,7,2024,0.293,1015.07,Mid-range,Beverages
R099,8,2024,0.284,1114.06,Mid-range,Beverages
R099,9,2024,0.271,1141.94,Mid-range,Beverages
R099,10,2024,0.285,1182.81,Mid-range,Beverages
R099,11,2024,0.27,1226.3,Mid-range,Beverages
R099,12,2024,0.258,1274.97,Mid-range,Beverages
R100,1,2024,0.228,610.05,Mid-range,Burgers
R100,2,2024,0.228,582.03,Mid-range,Burgers
R100,3,2024,0.218,641.73,Mid-range,Burgers
R100,4,2024,0.222,733.48,Mid-range,Burgers
R100,5,2024,0.219,725.29,Mid-range,Burgers
R100,6,2024,0.236,775.47,Mid-range,Burgers
R100,7,2024,0.24,852.75,Mid-range,Burgers
R100,8,2024,0.244,874.22,Mid-range,Burgers
R100,9,2024,0.263,971.01,Mid-range,Burgers
R100,10,2024,0.246,990.46,Mid-range,Burgers
R100,11,2024,0.238,986.92,Mid-range,Burgers
R100,12,2024,0.247,960.53,Mid-range,Burgers
R101,1,2024,0.275,567.81,Mid-range,Chinese
R101,2,2024,0.256,585.93,Mid-range,Chinese
R101,3,2024,0.246,654.09,Mid-range,Chinese
R101,4,2024,0.259,734.55,Mid-range,Chinese
R101,5,2024,0.25,710.19,Mid-range,Chinese
R101,6,2024,0.252,694.54,Mid-range,Chinese
R101,7,2024,0.232,755.56,Mid-range,Chinese
R101,8,2024,0.244,728.89,Mid-range,Chinese
R101,9,2024,0.235,792.91,Mid-range,Chinese
R101,10,2024,0.236,791.79,Mid-range,Chinese
R101,11,2024,0.237,857.69,Mid-range,Chinese
R101,12,2024,0.239,935.61,Mid-range,Chinese
R102,1,2024,0.291,2269.85,Premium,Kottu
R102,2,2024,0.31,2233.98,Premium,Kottu
R102,3,2024,0.328,2261.68,Premium,Kottu
R102,4,2024,0.329,2305.98,Premium,Kottu
R102,5,2024,0.327,2351.22,Premium,Kottu
R102,6,2024,0.337,2407.05,Premium,Kottu
R102,7,2024,0.324,2373.76,Premium,Kottu
R102,8,2024,0.328,2455.88,Premium,Kottu
R102,9,2024,0.332,2435.09,Premium,Kottu
R102,10,2024,0.349,2520.12,Premium,Kottu
R102,11,2024,0.352,2598.22,Premium,Kottu
R102,12,2024,0.353,2548.71,Premium,Kottu
R103,1,2024,0.182,210.86,Budget,Kottu
R103,2,2024,0.193,170.31,Budget,Kottu
R103,3,2024,0.198,147.48,Budget,Kottu
R103,4,2024,0.213,129.68,Budget,Kottu
R103,5,2024,0.198,125.83,Budget,Kottu
R103,6,2024,0.181,100.0,Budget,Kottu
R103,7,2024,0.174,142.72,Budget,Kottu
R103,8,2024,0.19,149.94,Budget,Kottu
R103,9,2024,0.171,192.21,Budget,Kottu
R103,10,2024,0.181,275.36,Budget,Kottu
R103,11,2024,0.183,280.01,Budget,Kottu
R103,12,2024,0.193,279.88,Budget,Kottu
R104,1,2024,0.236,893.27,Mid-range,Pizza
R104,2,2024,0.235,879.41,Mid-range,Pizza
R104,3,2024,0.231,866.97,Mid-range,Pizza
R104,4,2024,0.23,819.52,Mid-range,Pizza
R104,5,2024,0.217,918.57,Mid-range,Pizza
R104,6,2024,0.236,950.67,Mid-range,Pizza
R104,7,2024,0.244,970.88,Mid-range,Pizza
R104,8,2024,0.228,1045.71,Mid-range,Pizza
R104,9,2024,0.232,1018.34,Mid-range,Pizza
R104,10,2024,0.233,1116.64,Mid-range,Pizza
R104,11,2024,0.232,1215.52,Mid-range,Pizza
R104,12,2024,0.224,1250.7,Mid-range,Pizza
R105,1,2024,0.238,436.49,Mid-range,Beverages
R105,2,2024,0.234,405.25,Mid-range,Beverages
R105,3,2024,0.228,368.16,Mid-range,Beverages
R105,4,2024,0.241,334.66,Mid-range,Beverages
R105,5,2024,0.248,399.69,Mid-range,Beverages
R105,6,2024,0.239,418.38,Mid-range,Beverages
R105,7,2024,0.246,499.74,Mid-range,Beverages
R105,8,2024,0.24,482.33,Mid-range,Beverages
R105,9,2024,0.234,515.52,Mid-range,Beverages
R105,10,2024,0.246,588.16,Mid-range,Beverages
R105,11,2024,0.251,657.6,Mid-range,Beverages
R105,12,2024,0.262,708.07,Mid-range,Beverages
R106,1,2024,0.205,426.82,Budget,Desserts
R106,2,2024,0.206,383.09,Budget,Desserts
R106,3,2024,0.221,446.28,Budget,Desserts
R106,4,2024,0.236,541.96,Budget,Desserts
R106,5,2024,0.219,524.24,Budget,Desserts
R106,6,2024,0.205,531.38,Budget,Desserts
R106,7,2024,0.22,622.98,Budget,Desserts
R106,8,2024,0.206,707.85,Budget,Desserts
R106,9,2024,0.215,796.87,Budget,Desserts
R106,10,2024,0.205,813.85,Budget,Desserts
R106,11,2024,0.189,773.49,Budget,Desserts
R106,12,2024,0.202,741.37,Budget,Desserts
R107,1,2024,0.295,1184.18,Premium,Beverages
R107,2,2024,0.313,1155.83,Premium,Beverages
R107,3,2024,0.297,1239.69,Premium,Beverages
R107,4,2024,0.28,1228.48,Premium,Beverages
R107,5,2024,0.267,1254.23,Premium,Beverages
R107,6,2024,0.247,1298.37,Premium,Beverages
R107,7,2024,0.231,1275.16,Premium,Beverages
R107,8,2024,0.213,1360.09,Premium,Beverages
R107,9,2024,0.22,1356.55,Premium,Beverages
R107,10,2024,0.23,1321.83,Premium,Beverages
R107,11,2024,0.25,1370.15,Premium,Beverages
R107,12,2024,0.267,1404.71,Premium,Beverages
R108,1,2024,0.248,474.36,Mid-range,Seafood
R108,2,2024,0.248,566.12,Mid-range,Seafood
R108,3,2024,0.257,631.92,Mid-range,Seafood
R108,4,2024,0.263,638.19,Mid-range,Seafood
R108,5,2024,0.261,679.23,Mid-range,Seafood
R108,6,2024,0.276,754.03,Mid-range,Seafood
R108,7,2024,0.266,734.71,Mid-range,Seafood
R108,8,2024,0.273,816.79,Mid-range,Seafood
R108,9,2024,0.267,897.32,Mid-range,Seafood
R108,10,2024,0.277,977.27,Mid-range,Seafood
R108,11,2024,0.265,1077.21,Mid-range,Seafood
R108,12,2024,0.26,1115.35,Mid-range,Seafood
R109,1,2024,0.271,702.76,Mid-range,Seafood
R109,2,2024,0.273,793.44,Mid-range,Seafood
R109,3,2024,0.263,887.76,Mid-range,Seafood
R109,4,2024,0.243,894.93,Mid-range,Seafood
R109,5,2024,0.251,931.25,Mid-range,Seafood
R109,6,2024,0.261,974.05,Mid-range,Seafood
R109,7,2024,0.273,965.4,Mid-range,Seafood
R109,8,2024,0.279,977.7,Mid-range,Seafood
R109,9,2024,0.282,1044.7,Mid-range,Seafood
R109,10,2024,0.301,1102.38,Mid-range,Seafood
R109,11,2024,0.314,1189.29,Mid-range,Seafood
R109,12,2024,0.32,1227.84,Mid-range,Seafood
R110,1,2024,0.309,1054.36,Premium,Beverages
R110,2,2024,0.301,1024.17,Premium,Beverages
R110,3,2024,0.307,1079.93,Premium,Beverages
R110,4,2024,0.299,1101.67,Premium,Beverages
R110,5,2024,0.307,1168.44,Premium,Beverages
R110,6,2024,0.29,1190.99,Premium,Beverages
R110,7,2024,0.303,1285.29,Premium,Beverages
R110,8,2024,0.296,1274.08,Premium,Beverages
R110,9,2024,0.308,1359.88,Premium,Beverages
R110,10,2024,0.301,1380.93,Premium,Beverages
R110,11,2024,0.296,1359.53,Premium,Beverages
R110,12,2024,0.28,1443.67,Premium,Beverages
R111,1,2024,0.237,606.31,Mid-range,Sandwiches
R111,2,2024,0.235,646.44,Mid-range,Sandwiches
R111,3,2024,0.245,730.18,Mid-range,Sandwiches
R111,4,2024,0.235,829.96,Mid-range,Sandwiches
R111,5,2024,0.232,836.29,Mid-range,Sandwiches
R111,6,2024,0.218,877.6,Mid-range,Sandwiches
R111,7,2024,0.234,943.71,Mid-range,Sandwiches
R111,8,2024,0.218,985.94,Mid-range,Sandwiches
R111,9,2024,0.226,995.28,Mid-range,Sandwiches
R111,10,2024,0.208,1078.66,Mid-range,Sandwiches
R111,11,2024,0.21,1138.78,Mid-range,Sandwiches
R111,12,2024,0.207,1231.05,Mid-range,Sandwiches
R112,1,2024,0.19,348.43,Budget,Kottu
R112,2,2024,0.187,353.89,Budget,Kottu
R112,3,2024,0.195,417.54,Budget,Kottu
R112,4,2024,0.178,489.01,Budget,Kottu
R112,5,2024,0.19,452.36,Budget,Kottu
R112,6,2024,0.173,516.43,Budget,Kottu
R112,7,2024,0.176,556.21,Budget,Kottu
R112,8,2024,0.159,598.27,Budget,Kottu
R112,9,2024,0.154,596.21,Budget,Kottu
R112,10,2024,0.15,612.76,Budget,Kottu
R112,11,2024,0.165,681.83,Budget,Kottu
R112,12,2024,0.179,689.97,Budget,Kottu
R113,1,2024,0.291,2020.45,Premium,Seafood
R113,2,2024,0.302,2015.37,Premium,Seafood
R113,3,2024,0.316,1997.52,Premium,Seafood
R113,4,2024,0.336,2068.68,Premium,Seafood
R113,5,2024,0.327,2088.39,Premium,Seafood
R113,6,2024,0.32,2177.58,Premium,Seafood
R113,7,2024,0.31,2181.96,Premium,Seafood
R113,8,2024,0.315,2187.53,Premium,Seafood
R113,9,2024,0.305,2140.6,Premium,Seafood
R113,10,2024,0.319,2215.9,Premium,Seafood
R113,11,2024,0.306,2308.98,Premium,Seafood
R113,12,2024,0.3,2347.06,Premium,Seafood
R114,1,2024,0.327,1124.61,Premium,Chinese
R114,2,2024,0.308,1075.23,Premium,Chinese
R114,3,2024,0.328,1154.06,Premium,Chinese
R114,4,2024,0.317,1219.58,Premium,Chinese
R114,5,2024,0.31,1203.71,Premium,Chinese
R114,6,2024,0.311,1271.72,Premium,Chinese
R114,7,2024,0.294,1348.05,Premium,Chinese
R114,8,2024,0.305,1363.64,Premium,Chinese
R114,9,2024,0.295,1357.99,Premium,Chinese
R114,10,2024,0.276,1406.06,Premium,Chinese
R114,11,2024,0.291,1447.17,Premium,Chinese
R114,12,2024,0.276,1442.5,Premium,Chinese
R115,1,2024,0.195,207.66,Budget,Seafood
R115,2,2024,0.199,283.73,Budget,Seafood
R115,3,2024,0.213,332.6,Budget,Seafood
R115,4,2024,0.206,399.2,Budget,Seafood
R115,5,2024,0.187,349.85,Budget,Seafood
R115,6,2024,0.182,370.07,Budget,Seafood
R115,7,2024,0.198,415.71,Budget,Seafood
R115,8,2024,0.192,478.13,Budget,Seafood
R115,9,2024,0.181,525.96,Budget,Seafood
R115,10,2024,0.198,573.6,Budget,Seafood
R115,11,2024,0.213,633.34,Budget,Seafood
R115,12,2024,0.231,675.34,Budget,Seafood
R116,1,2024,0.329,1006.43,Premium,Pizza
R116,2,2024,0.316,1101.31,Premium,Pizza
R116,3,2024,0.31,1081.52,Premium,Pizza
R116,4,2024,0.312,1163.88,Premium,Pizza
R116,5,2024,0.322,1168.07,Premium,Pizza
R116,6,2024,0.331,1204.58,Premium,Pizza
R116,7,2024,0.342,1173.96,Premium,Pizza
R116,8,2024,0.36,1219.19,Premium,Pizza
R116,9,2024,0.344,1194.37,Premium,Pizza
R116,10,2024,0.356,1288.92,Premium,Pizza
R116,11,2024,0.342,1249.69,Premium,Pizza
R116,12,2024,0.351,1294.76,Premium,Pizza
R117,1,2024,0.173,213.23,Budget,Kottu
R117,2,2024,0.157,197.62,Budget,Kottu
R117,3,2024,0.163,264.97,Budget,Kottu
R117,4,2024,0.148,238.71,Budget,Kottu
R117,5,2024,0.151,296.83,Budget,Kottu
R117,6,2024,0.146,253.68,Budget,Kottu
R117,7,2024,0.131,250.05,Budget,Kottu
R117,8,2024,0.12,294.06,Budget,Kottu
R117,9,2024,0.119,300.74,Budget,Kottu
R117,10,2024,0.102,333.91,Budget,Kottu
R117,11,2024,0.1,320.18,Budget,Kottu
R117,12,2024,0.111,326.51,Budget,Kottu
R118,1,2024,0.202,405.54,Budget,Beverages
R118,2,2024,0.205,436.37,Budget,Beverages
R118,3,2024,0.198,448.38,Budget,Beverages
R118,4,2024,0.212,490.4,Budget,Beverages
R118,5,2024,0.2,456.72,Budget,Beverages
R118,6,2024,0.191,514.98,Budget,Beverages
R118,7,2024,0.195,598.05,Budget,Beverages
R118,8,2024,0.184,577.32,Budget,Beverages
R118,9,2024,0.166,604.33,Budget,Beverages
R118,10,2024,0.184,676.03,Budget,Beverages
R118,11,2024,0.198,646.19,Budget,Beverages
R118,12,2024,0.2,681.25,Budget,Beverages
R119,1,2024,0.249,730.87,Mid-range,Desserts
R119,2,2024,0.244,733.29,Mid-range,Desserts
R119,3,2024,0.237,703.78,Mid-range,Desserts
R119,4,2024,0.248,724.81,Mid-range,Desserts
R119,5,2024,0.238,715.52,Mid-range,Desserts
R119,6,2024,0.222,727.42,Mid-range,Desserts
R119,7,2024,0.209,720.23,Mid-range,Desserts
R119,8,2024,0.211,750.4,Mid-range,Desserts
R119,9,2024,0.193,796.58,Mid-range,Desserts
R119,10,2024,0.198,846.54,Mid-range,Desserts
R119,11,2024,0.189,881.02,Mid-range,Desserts
R119,12,2024,0.192,876.47,Mid-range,Desserts
R120,1,2024,0.267,1950.89,Premium,Rice & Curry
R120,2,2024,0.277,2023.01,Premium,Rice & Curry
R120,3,2024,0.267,2057.3,Premium,Rice & Curry
R120,4,2024,0.274,2140.07,Premium,Rice & Curry
R120,5,2024,0.286,2222.93,Premium,Rice & Curry
R120,6,2024,0.274,2320.89,Premium,Rice & Curry
R120,7,2024,0.289,2407.78,Premium,Rice & Curry
R120,8,2024,0.286,2363.67,Premium,Rice & Curry
R120,9,2024,0.289,2326.93,Premium,Rice & Curry
R120,10,2024,0.304,2388.86,Premium,Rice & Curry
R120,11,2024,0.312,2433.67,Premium,Rice & Curry
R120,12,2024,0.313,2416.98,Premium,Rice & Curry
R121,1,2024,0.192,396.98,Budget,Beverages
R121,2,2024,0.179,453.33,Budget,Beverages
R121,3,2024,0.162,543.5,Budget,Beverages
R121,4,2024,0.168,513.78,Budget,Beverages
R121,5,2024,0.161,575.31,Budget,Beverages
R121,6,2024,0.167,626.71,Budget,Beverages
R121,7,2024,0.174,698.01,Budget,Beverages
R121,8,2024,0.156,666.38,Budget,Beverages
R121,9,2024,0.152,647.26,Budget,Beverages
R121,10,2024,0.139,687.55,Budget,Beverages
R121,11,2024,0.126,653.92,Budget,Beverages
R121,12,2024,0.107,664.8,Budget,Beverages
R122,1,2024,0.311,2065.8,Premium,Indian
R122,2,2024,0.291,2058.79,Premium,Indian
R122,3,2024,0.301,2133.9,Premium,Indian
R122,4,2024,0.292,2126.89,Premium,Indian
R122,5,2024,0.274,2191.96,Premium,Indian
R122,6,2024,0.285,2239.36,Premium,Indian
R122,7,2024,0.289,2260.38,Premium,Indian
R122,8,2024,0.291,2321.84,Premium,Indian
R122,9,2024,0.31,2363.73,Premium,Indian
R122,10,2024,0.31,2435.13,Premium,Indian
R122,11,2024,0.328,2460.86,Premium,Indian
R122,12,2024,0.311,2551.71,Premium,Indian
R123,1,2024,0.299,1643.67,Premium,Kottu
R123,2,2024,0.289,1616.65,Premium,Kottu
R123,3,2024,0.302,1673.22,Premium,Kottu
R123,4,2024,0.289,1681.62,Premium,Kottu
R123,5,2024,0.284,1699.05,Premium,Kottu
R123,6,2024,0.29,1716.66,Premium,Kottu
R123,7,2024,0.297,1736.61,Premium,Kottu
R123,8,2024,0.311,1741.18,Premium,Kottu
R123,9,2024,0.296,1838.14,Premium,Kottu
R123,10,2024,0.276,1907.07,Premium,Kottu
R123,11,2024,0.29,1876.14,Premium,Kottu
R123,12,2024,0.305,1958.32,Premium,Kottu
R124,1,2024,0.295,1140.8,Premium,Pizza
R124,2,2024,0.283,1227.75,Premium,Pizza
R124,3,2024,0.268,1269.66,Premium,Pizza
R124,4,2024,0.263,1287.6,Premium,Pizza
R124,5,2024,0.252,1248.08,Premium,Pizza
R124,6,2024,0.234,1255.51,Premium,Pizza
R124,7,2024,0.252,1235.48,Premium,Pizza
R124,8,2024,0.267,1312.7,Premium,Pizza
R124,9,2024,0.28,1332.17,Premium,Pizza
R124,10,2024,0.296,1415.01,Premium,Pizza
R124,11,2024,0.286,1514.08,Premium,Pizza
R124,12,2024,0.282,1517.98,Premium,Pizza
R125,1,2024,0.205,215.24,Budget,Beverages
R125,2,2024,0.191,285.65,Budget,Beverages
R125,3,2024,0.201,373.06,Budget,Beverages
R125,4,2024,0.196,338.38,Budget,Beverages
R125,5,2024,0.181,361.48,Budget,Beverages
R125,6,2024,0.2,336.06,Budget,Beverages
R125,7,2024,0.203,379.2,Budget,Beverages
R125,8,2024,0.209,334.64,Budget,Beverages
R125,9,2024,0.199,345.47,Budget,Beverages
R125,10,2024,0.202,307.66,Budget,Beverages
R125,11,2024,0.191,392.4,Budget,Beverages
R125,12,2024,0.189,403.7,Budget,Beverages
R126,1,2024,0.184,194.76,Budget,Sandwiches
R126,2,2024,0.188,278.94,Budget,Sandwiches
R126,3,2024,0.172,299.21,Budget,Sandwiches
R126,4,2024,0.169,258.29,Budget,Sandwiches
R126,5,2024,0.188,299.11,Budget,Sandwiches
R126,6,2024,0.17,335.8,Budget,Sandwiches
R126,7,2024,0.16,433.27,Budget,Sandwiches
R126,8,2024,0.163,417.59,Budget,Sandwiches
R126,9,2024,0.149,495.48,Budget,Sandwiches
R126,10,2024,0.141,578.48,Budget,Sandwiches
R126,11,2024,0.148,629.14,Budget,Sandwiches
R126,12,2024,0.166,678.08,Budget,Sandwiches
R127,1,2024,0.325,2278.58,Premium,Indian
R127,2,2024,0.319,2299.36,Premium,Indian
R127,3,2024,0.305,2361.19,Premium,Indian
R127,4,2024,0.317,2339.58,Premium,Indian
R127,5,2024,0.299,2367.67,Premium,Indian
R127,6,2024,0.288,2327.34,Premium,Indian
R127,7,2024,0.299,2334.12,Premium,Indian
R127,8,2024,0.316,2402.94,Premium,Indian
R127,9,2024,0.317,2363.91,Premium,Indian
R127,10,2024,0.309,2338.26,Premium,Indian
R127,11,2024,0.302,2382.87,Premium,Indian
R127,12,2024,0.31,2401.74,Premium,Indian
R128,1,2024,0.286,1831.79,Premium,Seafood
R128,2,2024,0.288,1868.55,Premium,Seafood
R128,3,2024,0.283,1867.8,Premium,Seafood
R128,4,2024,0.296,1836.9,Premium,Seafood
R128,5,2024,0.291,1870.66,Premium,Seafood
R128,6,2024,0.296,1874.43,Premium,Seafood
R128,7,2024,0.282,1875.23,Premium,Seafood
R128,8,2024,0.266,1946.77,Premium,Seafood
R128,9,2024,0.284,1914.81,Premium,Seafood
R128,10,2024,0.278,2000.42,Premium,Seafood
R128,11,2024,0.291,2046.99,Premium,Seafood
R128,12,2024,0.308,2016.33,Premium,Seafood
R129,1,2024,0.222,863.08,Mid-range,Pizza
R129,2,2024,0.215,932.37,Mid-range,Pizza
R129,3,2024,0.226,957.16,Mid-range,Pizza
R129,4,2024,0.219,952.21,Mid-range,Pizza
R129,5,2024,0.229,988.05,Mid-range,Pizza
R129,6,2024,0.242,1012.95,Mid-range,Pizza
R129,7,2024,0.235,1011.34,Mid-range,Pizza
R129,8,2024,0.219,1049.15,Mid-range,Pizza
R129,9,2024,0.238,1090.75,Mid-range,Pizza
R129,10,2024,0.256,1112.98,Mid-range,Pizza
R129,11,2024,0.254,1145.7,Mid-range,Pizza
R129,12,2024,0.248,1133.66,Mid-range,Pizza
R130,1,2024,0.316,1508.93,Premium,Desserts
R130,2,2024,0.328,1591.02,Premium,Desserts
R130,3,2024,0.341,1641.91,Premium,Desserts
R130,4,2024,0.342,1701.08,Premium,Desserts
R130,5,2024,0.327,1677.24,Premium,Desserts
R130,6,2024,0.345,1725.46,Premium,Desserts
R130,7,2024,0.335,1757.26,Premium,Desserts
R130,8,2024,0.33,1737.65,Premium,Desserts
R130,9,2024,0.342,1740.59,Premium,Desserts
R130,10,2024,0.331,1790.51,Premium,Desserts
R130,11,2024,0.322,1869.51,Premium,Desserts
R130,12,2024,0.335,1947.77,Premium,Desserts
R131,1,2024,0.193,260.26,Budget,Burgers
R131,2,2024,0.197,292.99,Budget,Burgers
R131,3,2024,0.206,323.37,Budget,Burgers
R131,4,2024,0.207,368.46,Budget,Burgers
R131,5,2024,0.193,378.68,Budget,Burgers
R131,6,2024,0.21,414.95,Budget,Burgers
R131,7,2024,0.208,496.35,Budget,Burgers
R131,8,2024,0.189,496.45,Budget,Burgers
R131,9,2024,0.203,500.61,Budget,Burgers
R131,10,2024,0.221,476.14,Budget,Burgers
R131,11,2024,0.22,484.95,Budget,Burgers
R131,12,2024,0.212,532.43,Budget,Burgers
R132,1,2024,0.253,570.19,Mid-range,Chinese
R132,2,2024,0.272,554.44,Mid-range,Chinese
R132,3,2024,0.261,576.48,Mid-range,Chinese
R132,4,2024,0.268,642.71,Mid-range,Chinese
R132,5,2024,0.274,629.44,Mid-range,Chinese
